timestamp,Temperature,Humidity,Carbon Monoxide,Nitrogen Dioxide,Dust (PM2.5),Dust (PM10),feels_like,temp_min,temp_max,pressure,wind_speed,wind_deg,rain,clouds_all,hour,timecluster,month,season,dayofweek
2019-09-19 09,23.8632953598222,38.3339816615727,5.17588218949708,19.420372325646,15.878855237566,21.8791330925257,35.42,28,33.33,1008,2.1,90,0,40,9,1,9,2,5
2019-09-19 10,21.6008344923505,42.1440890125174,4.97663421418637,19.397702364395,10.4178025034771,14.6139082058414,37.09,30.92,34.44,1007,3.1,100,0,40,10,2,9,2,5
2019-09-19 11,21.2049845981518,43.6062727527303,5.40380845701484,19.404794175301,12.0123214785774,16.8804256510781,38.25,31.2,35.56,1007,3.1,200,0,40,11,2,9,2,5
2019-09-19 12,20.4325542100817,47.1289777527457,4.83103351168685,19.3958011827654,13.5750492818924,19.4288932695016,38.49,31.2,35,1007,2.1,160,0,40,12,2,9,2,5
2019-09-19 13,20.9886877828054,45.0483597285068,5.10435520361991,19.3977149321267,11.0302601809955,15.3783936651584,39.15,33.33,35,1005,2.6,150,0,40,13,2,9,2,5
2019-09-19 14,20.874826147427,45.4898470097358,5.18470097357441,19.4005062586926,9.89095966620306,13.9115438108484,39.38,32.94,35.56,1005,2.6,150,0,40,14,2,9,2,5
2019-09-19 15,20.3145566090351,47.133017289459,4.89347462353597,19.3997518126046,9.42861126603458,13.3471834913553,40.03,31.82,35.56,1002,0.5,180,0,20,15,2,9,2,5
2019-09-19 16,20.2161711586552,49.8060572381217,5.54126146151709,19.3902083912198,12.1681022506252,17.258682967491,37.4,30.56,32.6,1007,1.28,189,0,33,16,2,9,2,5
2019-09-19 17,18.6289290681502,55.957719054242,6.77134909596662,19.3809290681502,21.1273991655076,29.5532684283727,36.52,30.4,31.77,1007,1.13,197,0,35,17,3,9,2,5
2019-09-19 18,17.2194104560623,61.5645161290323,5.7825361512792,19.3916907675195,31.2805895439377,43.8512235817575,36.32,30.47,31.64,1008,1.38,179,0,32,18,3,9,2,5
2019-09-19 19,17.1121313299944,60.6700055648303,8.73205342237062,19.3661908736784,32.5461880912632,45.2966054535337,34.98,28.8,30.38,1009,1.81,178,0,40,19,3,9,2,5
2019-09-19 20,16.6765850945495,60.7969966629588,8.64210233592881,19.375286429366,37.3604004449388,51.9315906562848,33.93,28.45,28.96,1010,1.63,173,0,40,20,3,9,2,5
2019-09-19 21,16.8382884134482,62.4495693248125,6.32620172270075,19.383475965546,31.3409280355654,43.851903306474,33.27,28.46,29,1010,2.6,180,0,40,21,3,9,2,5
2019-09-19 22,16.7107093184979,65.8269819193324,5.72573018080668,19.3816077885953,24.7410292072323,34.6205841446453,34.02,27.78,28.13,1010,1,180,0,20,22,0,9,2,5
2019-09-19 23,16.5428253615128,66.5139043381535,5.98053392658509,19.3812291434928,25.0033370411568,34.9936040044494,32.42,27.71,28.11,1010,2.6,200,0,20,23,0,9,2,5
2019-09-20 00,16.3173985547526,68.0950528071151,5.89799888827126,19.3866842690384,21.0908838243469,29.0758754863813,34.04,27.74,28.18,1009,1,180,0,20,0,0,9,2,6
2019-09-20 01,16.3464654931545,69.0229114277731,7.20284995808885,19.3814864487287,54.4045822855546,75.8661637328863,31.63,27,27.62,1009,3.1,220,0,4,1,0,9,2,6
2019-09-20 02,16.0561423012785,69.9277376320178,8.84463590883824,19.3421261812118,65.352140077821,90.7543079488605,30.85,26,27.6,1009,3.1,220,0,5,2,0,9,2,6
2019-09-23 08,19.3523070288918,58.4398447606727,5.74687365243639,19.3902846054334,33.0737386804657,45.880120741699,33.81,27.97,29,1012,4.1,90,0,75,8,1,9,2,2
2019-09-23 09,22.261797752809,44.8907303370787,5.1688202247191,19.4053679775281,19.1370786516854,26.8258426966292,34.43,28,29.7,1012,2.38,113,0,40,9,1,9,2,2
2019-09-23 10,21.6198553948832,44.610956618465,4.18103448275862,19.4093131256952,10.1974416017798,14.4788654060067,34.44,30.06,33,1012,2.6,50,0,40,10,2,9,2,2
2019-09-23 11,20.345019476906,46.7843628269338,4.83528102392877,19.3997161936561,7.82053422370618,11.1900389538119,37.76,31.74,32.13,1011,1,90,0,20,11,2,9,2,2
2019-09-23 12,21.0061162079511,46.2713372254657,4.47094801223242,19.4051459549625,8.52599388379205,12.0678343063664,35.12,31.8,33,1010,3.1,90,0,40,12,2,9,2,2
