Timestamp,Temperature,Humidity,Carbon Monoxide,Nitrogen Dioxide,Dust (PM2.5),Dust (PM10),feels_like,temp_min,temp_max,pressure,wind_speed,wind_deg,rain,clouds_all,hour,timecluster,month,season,dayofweek
2023-05-17 00,29.33,81.075,0.385,11.9025,31.04,53.225,36.97,29.97,29.97,1000.325,1.6775,245.315,0,20,0,0,5,1,4
2023-05-17 01,29.055,83.53,0.38,12.3875,29.7125,53.49,36.97,29.97,29.97,999.875,1.5125,238.175,0,20,1,0,5,1,4
2023-05-17 02,28.94,84.41,0.3125,12.3925,26.375,47.095,36.97,29.97,29.97,999.525,1.495,237.265,0,40,2,0,5,1,4
2023-05-17 03,28.885,84.8,0.3275,12.145,28.3875,45.3075,35.55,28.97,28.97,999.575,1.7225,234.4225,0,40,3,0,5,1,4
2023-05-17 04,28.8475,84.27,0.36,12.245,25.96,41.2125,35.55,28.97,28.97,1000,2.4775,225.975,0,40,4,0,5,1,4
2023-05-17 05,28.8325,83.805,0.39,12.6025,25.7275,35.2025,36.97,29.97,29.97,1000.8,2.465,221.2975,0,40,5,0,5,1,4
2023-05-17 06,29.3225,80.265,0.4075,12.915,23.5,38.7275,36.97,29.97,29.97,1001.45,2.1525,230.9,0,40,6,0,5,1,4
2023-05-17 07,30.6225,70.8375,0.4275,12.1775,24.8175,40.1925,37.97,30.97,30.97,1002.075,2.45,227.9825,0,40,7,1,5,1,4
2023-05-17 08,32.0225,58.65,0.425,12.65,25.875,37.36,38.97,31.97,31.97,1002.5,3.015,222.4525,0,20,8,1,5,1,4
2023-05-17 09,33.0625,55.9225,0.46,13.0325,23.875,42.48,40.97,33.97,33.97,1002.5,3.575,219.01,0,20,9,1,5,1,4
2023-05-17 10,33.9175,56.455,0.485,12.935,27.1925,53.045,41.97,34.97,34.97,1002.55,2.8925,219.285,0,4,10,2,5,1,4
2023-05-17 11,34.3225,55.21,0.53,12.995,32.995,59.37,41.97,34.97,34.97,1002.175,2.97,222.76,0,4,11,2,5,1,4
2023-05-17 12,34.6875,54.1275,0.92,13.1175,37.63,58.055,42.97,35.97,35.97,1001.775,3.1325,218.095,0,0,12,2,5,1,4
2023-05-17 15,34.305,56.3025,0.4575,12.9525,39.96,60.92,42.97,35.97,35.97,1000.3,2.9125,218.5025,0,40,15,2,5,1,4
2023-05-17 16,33.595,58.8075,0.4025,12.65,39.4275,57.5525,41.97,34.97,34.97,1000.675,2.2325,231.7625,0,40,16,2,5,1,4
2023-05-17 17,32.095,64.2975,0.3725,12.685,37.6675,56.865,40.97,33.97,33.97,1000.7,2.6225,232.8,0,40,17,3,5,1,4
2023-05-17 18,31.0275,69.18,0.3625,12.52,35.05,60.225,38.97,31.97,31.97,1002.05,2.01,234.645,0,40,18,3,5,1,4
2023-05-17 19,30.5275,72.62,0.37,12.51,33.4875,56.7325,38.97,31.97,31.97,1003.15,0.9825,136.5175,0,40,19,3,5,1,4
2023-05-17 20,29.475,66.4775,0.395,12.7125,29.705,48.985,35.96,29.97,29.97,1003.925,1.7325,41.03,0,40,20,3,5,1,4
2023-05-17 21,27.705,62.2775,0.3475,12.71,28.865,42.4275,28.72,26.97,31.13,1004.6,1.5225,112.225,0,75,21,3,5,1,4
2023-05-17 22,27.5325,68.2425,0.3725,12.585,21.9,37.05,29.14,26.97,26.97,1003.975,0.725,187.45,0,40,22,0,5,1,4
2023-05-17 23,27.5833333333333,72.36,0.353333333333333,12.36,16,35.4233333333333,31.15,27.97,27.97,1003.46666666667,0.92,261.61,0,40,23,0,5,1,4
2023-05-18 00,27.4425,76.9675,0.3425,12.3075,15.81,32.7825,31.72,27.97,27.97,1002.8,1.6375,244.5425,0,40,0,0,5,1,5
2023-05-18 01,27.3425,80.26,0.3525,12.2425,15.695,30.4875,34.45,28.82,28.82,1002.175,1.4875,232.4525,0,5,1,0,5,1,5
2023-05-18 02,27.5,82.5875,0.315,12.4225,15.4025,26.4675,32.49,27.97,27.97,1002.15,0.915,268.19,0,40,2,0,5,1,5
2023-05-18 03,27.7725,83.9225,0.33,12.4325,16.445,24.205,32.49,27.97,27.97,1002.35,1.1225,240.2625,0,40,3,0,5,1,5
2023-05-18 04,28.0725,84.9225,0.3675,12.47,14.6225,24.0425,32.49,27.97,27.97,1002.425,1.3175,246.2075,0,40,4,0,5,1,5
2023-05-18 05,28.605,83.9475,0.3975,12.5425,16.2,22.1,35.97,28.97,28.97,1003.05,1.035,162.2725,0,75,5,0,5,1,5
2023-05-18 06,27.8675,82.1375,0.4125,12.55,15.6425,27.6925,35.97,28.97,28.97,1004.75,2.895,63.725,0,75,6,0,5,1,5
2023-05-18 07,26.06,71.84,0.3675,12.445,17.1325,33.325,25.69,24.97,24.97,1005.075,2.12,40.7575,0,75,7,1,5,1,5
2023-05-18 08,28.4275,67.755,0.3975,12.605,15.04,27.1125,29.96,26.97,26.97,1005.4,1.6375,42.1075,0,40,8,1,5,1,5
2023-05-18 09,29.0725,67.005,0.425,12.58,13.805,26.96,31.72,27.97,27.97,1005.625,1.7475,39.11,0,40,9,1,5,1,5
2023-05-18 10,29.745,64.2425,0.4,12.39,15.575,30.4625,31.72,27.97,27.97,1005.35,1.49,44.64,0,40,10,2,5,1,5
2023-05-18 11,30.0725,64.7825,0.42,12.5425,15.4025,32.29,33.42,28.97,28.97,1004.7,1.44,102.54,0,40,11,2,5,1,5
2023-05-18 12,30.04,66.26,0.415,12.6175,17.47,31.325,34.97,29.97,29.97,1004.1,1.1575,40.0175,0,75,12,2,5,1,5
2023-05-18 13,31.7425,62.3175,0.43,12.535,21.6225,31.365,37.52,30.97,30.97,1002.6,1.02,134.985,0,75,13,2,5,1,5
2023-05-18 14,32.8725,64.09,0.4775,12.4325,18.34,39.485,38.92,31.97,31.97,1001.325,2.7,228.835,0,20,14,2,5,1,5
2023-05-18 15,32.8725,67.7075,0.465,12.845,22.63,43.54,39.97,32.97,32.97,1001.075,1.5975,249.975,0,75,15,2,5,1,5
2023-05-18 16,31.9075,70.7675,0.4375,12.54,25.9575,41.92,38.92,31.97,31.97,1001.5,1.47,263.6025,0.05,40,16,2,5,1,5
2023-05-18 17,23.455,96.2475,0.46,12.585,26.6625,40.93,36.36,30.97,30.97,1005.025,1.1475,186.835,3.1,75,17,3,5,1,5
2023-05-18 18,24.2675,91.6075,0.5175,13.155,24.515,36.225,23.62,22.97,22.97,1002.125,0.97,186.51,0,100,18,3,5,1,5
2023-05-18 19,24.755,86.2875,0.58,14.0625,24.5525,37.13,24.72,23.97,23.97,1002.375,2.035,223.305,0,75,19,3,5,1,5
2023-05-18 20,24.895,85.7525,0.59,14.0325,25.46,37.76,25.97,25.97,25.97,1002.75,2.1775,228.66,0,75,20,3,5,1,5
2023-05-18 21,25.285,82.005,0.6025,14.1175,23.5775,37.7125,25.82,24.97,29.46,1003.05,2.605,221.335,0,75,21,3,5,1,5
2023-05-18 22,25.7825,76.615,0.5625,13.7275,24.1925,42.3025,25.97,25.97,25.97,1002.475,2.585,223.15,0,75,22,0,5,1,5
2023-05-18 23,25.9366666666667,74.4566666666667,0.47,12.89,24.7266666666667,47.1966666666667,29.14,26.97,26.97,1002.46666666667,2.97,212.793333333333,0,40,23,0,5,1,5
2023-05-19 00,25.9975,78.4725,0.385,13.5125,28.235,44.185,29.14,26.97,26.97,1001.45,2.5525,211.9775,0,40,0,0,5,1,6
2023-05-19 01,25.9825,84.445,0.3825,13.605,20.335,40.72,29.14,26.97,26.97,1000.825,1.94,214.9675,0,40,1,0,5,1,6
2023-05-19 02,26.1925,87.37,0.35,13.555,22.91,40.56,29.49,26.97,26.97,1000.525,1.955,216.2825,0,40,2,0,5,1,6
2023-05-19 03,26.3125,87.7,0.35,13.2575,22.2775,39.64,31.72,27.97,27.97,1000.475,1.8975,210.3875,0,40,3,0,5,1,6
2023-05-19 04,26.7625,86.2425,0.3325,13.175,18.9625,35.0325,29.96,26.97,26.97,1000.625,1.285,205.415,0,40,4,0,5,1,6
2023-05-19 05,27.1125,87.69,0.3925,13.0825,19.0275,31.6725,25.97,25.97,25.97,1001.3,0.795,80.4075,0,40,5,0,5,1,6
2023-05-19 06,27.3725,86.4625,0.4625,13.18,19.0375,33.6025,25.97,25.97,25.97,1002.3,1.1625,46.435,0,20,6,0,5,1,6
2023-05-19 07,28.2725,82.71,0.4475,13.125,22.5025,34.82,32.49,27.97,27.97,1003.05,0.9775,190.065,0,10,7,1,5,1,6
2023-05-19 08,30.1375,80.0875,0.665,13.5875,20.665,36.12,35.55,28.97,28.97,1003.175,2.27,220.4525,0,40,8,1,5,1,6
2023-05-19 09,31.35,77.8675,0.6075,13.175,24.0225,41.1,37.97,30.97,30.97,1003.125,2.84,214.5625,0,40,9,1,5,1,6
2023-05-19 10,32.67,72.9775,0.37,12.8375,25.8275,46.51,39.97,32.97,32.97,1002.775,2.985,214.88,0,40,10,2,5,1,6
2023-05-19 11,33.9975,67.9525,0.3675,12.93,31.84,50.4,40.97,33.97,33.97,1002.025,2.8925,214.7,0,40,11,2,5,1,6
2023-05-19 13,35.575,61.1975,0.4625,12.815,48.84,83.53,42.97,35.97,35.97,1000.175,2.8,210.9625,0,40,13,2,5,1,6
2023-05-19 14,36.1575,61.48,0.5,12.88,46.425,82.3425,43.97,36.97,36.97,999.1,2.22,218.44,0,40,14,2,5,1,6
2023-05-19 15,36.4925,59.705,0.5025,12.855,40.945,78.6,42.97,35.97,35.97,998.175,1.1,231.135,0,40,15,2,5,1,6
2023-05-19 16,35.365,62.345,0.45,12.86,40.98,75.3375,42.97,35.97,35.97,997.575,1.3325,244.4025,0.05,20,16,2,5,1,6
2023-05-19 17,33.845,67.84,0.49,13.34,45.6825,74.22,41.97,34.97,34.97,998.525,2.145,228.5075,0,75,17,3,5,1,6
2023-05-19 18,30.135,73.745,0.495,13.345,39.6275,72.09,40.97,33.97,33.97,999.1,2.775,221.9075,0,75,18,3,5,1,6
2023-05-19 19,29.04,66.345,0.56,13.985,28.36,67.725,33.42,28.97,28.97,999.4,1.025,152.53,0,100,19,3,5,1,6
2023-05-19 20,26.79,68.055,0.4575,12.57,24.6475,60.9275,32.66,28.97,28.97,1001.725,1.425,110.3475,0,75,20,3,5,1,6
2023-05-19 21,26.4025,68.5975,0.4575,12.935,21.7,53.5475,25.97,25.97,30.02,1002.025,1.0625,174.2225,0,75,21,3,5,1,6
2023-05-19 22,26.2625,71.395,0.34,12.675,19.04,47.26,25.97,25.97,25.97,1001.4,0.7125,226.125,0,75,22,0,5,1,6
2023-05-19 23,26.5266666666667,70.9466666666667,0.336666666666667,12.6633333333333,17.8833333333333,42.4533333333333,25.97,25.97,25.97,1001.1,0.836666666666667,242.06,0,40,23,0,5,1,6
2023-05-20 00,26.515,72.995,0.36,12.7425,18.23,36.57,25.97,25.97,25.97,1000.575,1.6175,235.2325,0,40,0,0,5,1,7
2023-05-20 01,26.6525,74.4175,0.345,12.475,17.8025,37.1475,29.14,26.97,26.97,1000.425,0.7475,315.935,0,40,1,0,5,1,7
2023-05-20 02,26.5825,77.33,0.3125,12.405,15.8375,36.045,29.14,26.97,26.97,999.725,1.1775,238.11,0,40,2,0,5,1,7
2023-05-20 03,26.71,82.61,0.3075,11.7325,16.31,33.02,29.14,26.97,26.97,998.85,1.26,265.7275,0,40,3,0,5,1,7
2023-05-20 04,26.5875,86.3825,0.345,12.9425,16.4925,31.5,29.49,26.97,26.97,999.35,2.0125,217,0,40,4,0,5,1,7
2023-05-20 05,26.98,87.1025,0.41,13.58,16.645,33.885,30.55,26.97,26.97,999.8,1.9875,217.015,0,40,5,0,5,1,7
2023-05-20 06,27.74,83.4775,0.47,14.6125,16.7675,39.8975,32.49,27.97,27.97,1000.8,2.1025,216.2775,0,40,6,0,5,1,7
2023-05-20 07,28.715,75.175,0.4925,14.175,18.865,41.04,34.44,28.97,28.97,1001.5,2.6725,215.6825,0,75,7,1,5,1,7
2023-05-20 08,30.11,71.23,0.555,13.8275,23.83,42.6775,37.52,30.97,30.97,1002.375,2.89,218.795,0,40,8,1,5,1,7
2023-05-20 09,31.9525,65.1975,0.5425,13.7475,30.7025,52.49,37.52,30.97,30.97,1002.275,3.17,217.755,0,40,9,1,5,1,7
2023-05-20 10,33.2325,63.735,0.425,13.125,36.3,62.1975,39.97,32.97,32.97,1002.025,2.865,225.8525,0,20,10,2,5,1,7
2023-05-20 11,34.11,56.3825,0.415,12.645,36.815,61.175,40.97,33.97,33.97,1001.85,3.12,217.2775,0,40,11,2,5,1,7
2023-05-20 12,34.755,50.97,0.4125,12.9525,34.1475,57.095,41.97,34.97,34.97,1001.35,3.28,216.9125,0,40,12,2,5,1,7
2023-05-20 13,35.025,54.7325,0.43,12.88,33.385,59.7275,42.97,35.97,35.97,1000.65,3.25,218.0125,0,40,13,2,5,1,7
2023-05-20 14,34.895,53.295,0.41,13.1,38.9975,62.5025,42.97,35.97,35.97,1000.125,3.175,215.46,0,40,14,2,5,1,7
2023-05-20 15,34.73,47.4575,0.39,12.9425,38.315,58.845,42.97,35.97,35.97,999.7,3.135,219.53,0,20,15,2,5,1,7
2023-05-20 16,33.8675,52.2425,0.395,13.1625,37.725,56.08,41.4,34.97,34.97,999.225,3.2675,222.795,0,20,16,2,5,1,7
2023-05-20 17,32.29,62.37,0.4225,13.5,38.9325,57.845,39.02,33.97,33.97,999.175,3.055,225.2775,0,20,17,3,5,1,7
2023-05-20 18,31.0125,74.78,0.4325,13.465,39.22,59.06,39.97,32.97,32.97,999.7,3.4975,225.135,0,20,18,3,5,1,7
2023-05-20 19,30.2175,78.1275,0.4575,13.475,37.0225,56.46,38.97,31.97,31.97,1000.1,3.69,222.95,0,20,19,3,5,1,7
2023-05-20 20,29.57,81.8275,0.485,13.64,36.655,55.94,37.97,30.97,30.97,1000.7,3.0825,223.43,0,20,20,3,5,1,7
2023-05-20 21,29.08,87.945,0.485,13.8575,35.5775,57.11,36.97,29.97,32.8,1001.2,3.025,222.5475,0,20,21,3,5,1,7
2023-05-20 22,29.0175,90.1925,0.4875,13.665,32.795,59.02,36.97,29.97,29.97,1001.275,2.7375,224.9225,0,20,22,0,5,1,7
2023-05-20 23,28.9633333333333,89.8333333333333,0.476666666666667,13.5666666666667,31.7133333333333,54.3533333333333,36.97,29.97,29.97,1000.93333333333,2.16,224.456666666667,0,40,23,0,5,1,7
2023-05-21 00,28.845,90.2425,0.43,13.36,30.56,48.7225,35.97,28.97,28.97,1000.425,2.1325,224.7725,0,40,0,0,5,1,1
2023-05-21 01,28.7675,91.845,0.4025,13.1025,30.775,48.425,35.97,28.97,28.97,1000.375,2.245,226.8525,0,40,1,0,5,1,1
2023-05-21 02,28.8125,91.8925,0.3575,13.42,30.9625,47.78,35.97,28.97,28.97,1000.325,2.4275,220.6275,0,40,2,0,5,1,1
2023-05-21 03,28.7625,91.755,0.345,12.835,29.34,46.24,35.97,28.97,28.97,1000.175,2.5225,220.7375,0,40,3,0,5,1,1
2023-05-21 04,28.6625,91.46,0.365,12.9425,28.8325,46.07,35.97,28.97,28.97,1000.225,2.2025,225.8575,0,40,4,0,5,1,1
2023-05-21 05,28.655,91.995,0.385,13.2025,29.1925,48.5625,35.97,28.97,28.97,1000.45,2.64,223.175,0,40,5,0,5,1,1
2023-05-21 06,29.11,90.6225,0.3925,13.0775,28.8825,48.6425,35.97,28.97,28.97,1001.8,2.6925,215.415,0,40,6,0,5,1,1
2023-05-21 07,30.1325,85.685,0.4125,13.02,28.185,47.4175,36.97,29.97,29.97,1002.475,2.705,219.35,0,40,7,1,5,1,1
2023-05-21 08,31.5775,77.9675,0.3975,13.0475,30.165,52.5475,38.97,31.97,31.97,1003,3.205,213.825,0,40,8,1,5,1,1
2023-05-21 09,32.5725,72.985,0.415,12.29,33.5275,59.08,39.97,32.97,32.97,1003.125,3.1875,215.5425,0,40,9,1,5,1,1
2023-05-21 10,33.3475,68.0125,0.42,13.1225,35.71,67.2,40.97,33.97,33.97,1002.7,3.465,216.465,0,40,10,2,5,1,1
2023-05-21 11,34.08,66.6075,0.4375,13.05,39.11,67.855,41.97,34.97,34.97,1002.25,3.2975,218.2875,0,40,11,2,5,1,1
2023-05-21 12,34.4725,65.46,0.445,12.99,43.03,71.845,41.97,34.97,34.97,1001.675,3.81,219.15,0,40,12,2,5,1,1
2023-05-21 13,34.66,63.6525,0.4575,12.4825,40.925,76.0575,42.97,35.97,35.97,1000.925,3.69,220.47,0,40,13,2,5,1,1
2023-05-21 14,34.7175,61.6375,0.405,12.475,41.07,73.385,42.97,35.97,35.97,1000.225,3.5325,219.765,0,40,14,2,5,1,1
2023-05-21 15,34.8425,60.02,0.4025,12.7525,41.875,68.4525,42.97,35.97,35.97,999.25,3.54,222.3975,0,40,15,2,5,1,1
2023-05-21 16,34.2725,63.9125,0.405,13.05,41.9,65.8475,41.97,34.97,34.97,998.65,3.3675,222.265,0,20,16,2,5,1,1
2023-05-21 17,32.925,72.0325,0.41,12.655,42.1075,63.6275,40.97,33.97,33.97,998.8,2.95,227.0225,0,20,17,3,5,1,1
2023-05-21 18,31.6675,79.45,0.4175,13.045,41.005,63.61,39.97,32.97,32.97,999.9,3.65,220.1875,0,40,18,3,5,1,1
2023-05-21 19,30.7825,83.3425,0.415,12.9875,37.5,63.9375,38.97,31.97,31.97,1000.05,3.6425,225.965,0,40,19,3,5,1,1
2023-05-21 20,30.4875,84.775,0.49,12.9075,36.7425,63.985,38.97,31.97,31.97,1000.575,3.4375,223.71,0,40,20,3,5,1,1
2023-05-21 21,30.3075,85.5275,0.4625,12.48,36.0275,64.81,37.97,30.97,30.97,1001.2,2.15,234.9825,0,40,21,3,5,1,1
2023-05-21 22,30.11,85.225,0.415,12.42,35.3075,61.0225,37.97,30.97,30.97,1001.75,1.41,248.4425,0,40,22,0,5,1,1
2023-05-21 23,30.0466666666667,84.4,0.43,12.8566666666667,34.1433333333333,55.6466666666667,36.97,29.97,29.97,1002,1.78,227.393333333333,0,40,23,0,5,1,1
2023-05-22 10,33.7975,62.9725,0.46,13.1075,25.07,50.21,40.97,33.97,33.97,1003.15,3.2775,223.93,0,40,10,2,5,1,2
2023-05-22 11,34.675,52.7475,0.4375,12.99,27.66,57.4325,41.97,34.97,34.97,1002.55,4.0625,215.845,0,40,11,2,5,1,2
2023-05-22 12,35.43,48.7175,0.43,12.785,30.94,63.4325,42.97,35.97,35.97,1001.8,4.09,217.6475,0,40,12,2,5,1,2
2023-05-22 13,35.84,43.97,0.4275,12.525,32.925,68.4075,42.97,35.97,35.97,1000.725,3.59,217.8825,0,40,13,2,5,1,2
2023-05-22 14,35.81,46.97,0.41,12.6875,33.6725,68.19,42.97,35.97,35.97,1000.05,3.82,219.06,0,20,14,2,5,1,2
2023-05-22 15,34.8775,53.535,0.425,11.8625,34.0875,61.385,42.97,35.97,35.97,999.8,4.0575,214.635,0,20,15,2,5,1,2
2023-05-22 16,34.3975,56.365,0.4675,12.175,31.125,59.2275,42.97,35.97,35.97,999.575,2.96,220.1675,0,20,16,2,5,1,2
2023-05-22 17,33.3425,62.615,0.49,12.85,29.4925,60.4,41.97,34.97,34.97,999.775,2.815,225.4325,0,20,17,3,5,1,2
2023-05-22 18,32.33,69.575,0.4125,12.7375,29.775,61.625,40.97,33.97,33.97,1000.075,2.4675,231.3075,0,20,18,3,5,1,2
2023-05-22 19,31.1275,78.01,0.43,12.9025,29.8225,62.005,38.97,31.97,31.97,1000.7,1.8275,239.9375,0,20,19,3,5,1,2
2023-05-22 20,30.5825,76.815,0.4325,12.4975,28.5925,59.215,37.97,30.97,30.97,1001.925,2.5725,226.7575,0,20,20,3,5,1,2
2023-05-22 21,30.065,79.785,0.4475,13.12,25.81,60.4925,37.97,30.97,30.97,1002.75,2.36,223.745,0,20,21,3,5,1,2
2023-05-22 22,29.655,83.9075,0.385,12.6925,25.5725,61.1425,36.97,29.97,29.97,1002.45,1.315,252.79,0,20,22,0,5,1,2
2023-05-22 23,29.29,87.4633333333333,0.356666666666667,11.9633333333333,25.0133333333333,57.13,36.97,29.97,29.97,1002.33333333333,1.06666666666667,275.756666666667,0,20,23,0,5,1,2
2023-05-23 00,29.185,88.635,0.3425,12.105,21.4325,46.3975,36.97,29.97,29.97,1002,1.5225,247.13,0,40,0,0,5,1,3
2023-05-23 01,29.025,89.6425,0.3225,12.0525,17.765,39.6275,36.97,29.97,29.97,1001.5,1.7975,241.1075,0,40,1,0,5,1,3
2023-05-23 02,29.0225,89.54,0.315,12.405,16.5,39.995,36.97,29.97,29.97,1000.85,2.19,239.03,0,40,2,0,5,1,3
2023-05-23 03,29.0275,90.125,0.32,12.4325,18.2575,40.6425,36.97,29.97,29.97,1000.8,2.1325,229.385,0,40,3,0,5,1,3
2023-05-23 04,29.075,90.6925,0.3275,12.3975,19.5025,38.5325,35.97,28.97,28.97,1001.05,2.4725,224.9025,0,40,4,0,5,1,3
2023-05-23 05,29.1375,91.0525,0.35,12.5725,19.685,37.2725,36.97,29.97,29.97,1001.5,1.925,237.46,0,40,5,0,5,1,3
2023-05-23 06,29.6175,89.725,0.3725,12.4725,22.0625,38.58,36.97,29.97,29.97,1002.225,1.7125,243.95,0,40,6,0,5,1,3
2023-05-23 07,30.62,84.885,0.415,13.08,22.8225,44.1975,37.97,30.97,30.97,1002.825,2.795,219.2275,0,40,7,1,5,1,3
2023-05-23 08,31.84,77.6625,0.4625,12.8375,23.745,53.0725,38.97,31.97,31.97,1003.45,2.525,214.105,0,40,8,1,5,1,3
2023-05-23 09,33.3475,68.835,0.4925,13.0025,27.9125,59.1975,39.97,32.97,32.97,1003.625,1.9225,173.1275,0,40,9,1,5,1,3
2023-05-23 10,34.8875,59.96,0.495,13.37,30.9375,64.86,40.97,33.97,33.97,1002.825,1.83,214.2725,0,40,10,2,5,1,3
2023-05-23 15,36.6075,49.085,0.5775,12.565,52.19,96.87,44.97,37.97,37.97,996.925,3.0525,212.525,0,40,15,2,5,1,3
2023-05-23 16,36.165,50.13,0.595,13.025,56.185,97.2225,43.97,36.97,36.97,998.075,2.515,217.0025,0,40,16,2,5,1,3
2023-05-23 17,26.8875,68.1325,0.4575,12.75,58.355,110.6525,43.97,36.97,36.97,1001.975,1.5125,243.545,0.15,100,17,3,5,1,3
2023-05-23 18,24.425,82.0575,0.4375,12.7575,71.1425,140.2625,23.62,22.97,22.97,1002.55,2.235,116.095,0.15,100,18,3,5,1,3
2023-05-23 19,24.29,86.5975,0.43,12.65,38.8225,97.3375,24.72,23.97,23.97,1002.525,2.7375,54.815,0.05,75,19,3,5,1,3
2023-05-23 20,24.5875,87.08,0.43,12.5175,27.515,62.8325,24.72,23.97,23.97,1002,2.97,48.2975,0,75,20,3,5,1,3
2023-05-23 21,25.065,83.31,0.415,12.5925,21.855,53.11,25.69,24.97,24.97,1002.475,1.79,117.04,0,75,21,3,5,1,3
2023-05-23 22,25.05,84.4625,0.3225,12.095,16.1475,35.0575,25.69,24.97,24.97,1003.025,0.755,203.25,0.05,75,22,0,5,1,3
2023-05-23 23,24.9233333333333,84.21,0.3,12.1466666666667,17.12,29.47,25.69,24.97,24.97,1002.26666666667,1.80666666666667,247.643333333333,0,75,23,0,5,1,3
2023-05-24 00,24.5775,83.3875,0.35,12.345,12.165,20.3675,25.69,24.97,24.97,1001.4,2.25,234.8675,0,40,0,0,5,1,4
2023-05-24 01,24.475,82.145,0.3375,12.21,12.6025,16.8925,25.69,24.97,24.97,1001.725,1.7625,233.31,0,40,1,0,5,1,4
2023-05-24 02,24.62,81.2625,0.3425,12.49,12.5725,14.03,25.69,24.97,24.97,1001.175,1.2675,233.9075,0,40,2,0,5,1,4
2023-05-24 03,24.865,80.5725,0.4025,12.3775,9.7475,14.835,24.72,23.97,23.97,1001.175,0.915,212.865,0,40,3,0,5,1,4
2023-05-24 04,25.1275,82.785,0.3825,12.8025,10.9925,15.09,24.72,23.97,23.97,1001.425,1.94,63.085,0,40,4,0,5,1,4
2023-05-24 05,24.5375,86.3225,0.3975,11.5875,12.55,19.8325,24.72,23.97,23.97,1001.7,2.665,61.02,0,75,5,0,5,1,4
2023-05-24 06,24.8225,84.9175,0.4675,12.185,15.765,25.1725,24.88,23.97,23.97,1002.225,3.1675,61.86,0,75,6,0,5,1,4
2023-05-24 07,25.6225,83.0125,0.4825,12.64,15.2325,22.6825,25.82,24.97,24.97,1002.725,3.2625,60.4225,0,40,7,1,5,1,4
2023-05-24 08,26.1175,83.0325,0.515,12.7925,12.5825,22.0875,25.97,25.97,25.97,1003.25,3.31,61.5175,0,75,8,1,5,1,4
2023-05-24 09,27.3575,81.0525,0.5725,12.095,14.7125,22.8075,29.49,26.97,26.97,1003.075,2.6425,57.4175,0,75,9,1,5,1,4
2023-05-24 10,28.6,78.1075,0.6525,12.395,15.515,25.7925,31.72,27.97,27.97,1002.375,2.93,54.755,0,75,10,2,5,1,4
2023-05-24 11,29.95,75.265,0.5875,12.195,17.17,33.5125,34.44,28.97,28.97,1001.5,1.83,44.475,0.05,75,11,2,5,1,4
2023-05-24 12,30.99,73.535,0.5475,12.1725,26.1125,39.7825,36.97,29.97,29.97,1000.5,1.8675,51.9575,0,75,12,2,5,1,4
2023-05-24 13,32.1675,70.045,0.5525,12.3575,28.155,49.8875,38.97,31.97,31.97,999.625,1.5825,56.085,0,40,13,2,5,1,4
2023-05-24 14,32.7575,68.4425,0.52,12.88,26.2725,49.15,39.97,32.97,32.97,998.85,1.9575,70.19,0,40,14,2,5,1,4
2023-05-24 15,32.435,70.265,0.5875,13.055,27.6975,55.235,39.97,32.97,32.97,998.325,2.21,69.5225,0,40,15,2,5,1,4
2023-05-24 16,32.4375,69.2675,0.615,13.2125,31.2375,61.8675,39.97,32.97,32.97,997.9,2.275,63.1,0,40,16,2,5,1,4
2023-05-24 17,31.675,73.045,0.57,12.6,32.225,64,39.97,32.97,32.97,997.95,2.1625,55.2225,0,40,17,3,5,1,4
2023-05-24 18,29.675,81.4,0.455,12.3825,31.8025,60.9075,37.97,30.97,30.97,999.125,2.595,47.4675,0,40,18,3,5,1,4
2023-05-24 19,28.505,83.27,0.45,12.6575,31.365,50.75,36.97,29.97,29.97,1000,1.7825,32.0525,0,40,19,3,5,1,4
2023-05-24 20,27.9725,83.3275,0.435,12.79,26.8475,44.5725,32.49,27.97,27.97,1000.5,1.21,143.2225,0,40,20,3,5,1,4
2023-05-24 21,27.73,83.2375,0.4825,12.8,23.975,40.7475,32.49,27.97,27.97,1000.375,2.47,50.5125,0,40,21,3,5,1,4
2023-05-24 22,27.3025,86.26,0.535,12.98,19.8525,37.525,30.55,26.97,26.97,1000.6,2.1725,59.7875,0,40,22,0,5,1,4
2023-05-24 23,26.81,88.3833333333333,0.526666666666667,13.27,20.6,37.89,30.55,26.97,26.97,1000.7,2.95666666666667,66.0733333333333,0,40,23,0,5,1,4
2023-05-25 00,26.615,89.7225,0.515,12.7225,19.7175,35.415,30.55,26.97,26.97,1000.55,2.5725,60.9425,0,20,0,0,5,1,5
2023-05-25 01,26.22,92.3825,0.4925,12.88,20.615,35.9475,25.97,25.97,25.97,1000.075,1.97,55.4925,0,20,1,0,5,1,5
2023-05-25 02,26.31,92.705,0.4425,12.6,19.7175,32.2675,25.97,25.97,25.97,999.55,1.5575,50.7475,0,20,2,0,5,1,5
2023-05-25 03,26.0975,92.9325,0.43,12.5425,18.305,25.1975,25.97,25.97,25.97,999.275,2.55,55.62,0,20,3,0,5,1,5
2023-05-25 04,25.9975,93.55,0.4,12.23,17.4675,26.405,25.97,25.97,25.97,999.8,1.8575,44.3625,0,20,4,0,5,1,5
2023-05-25 05,26.3575,91.945,0.3925,12.6775,16.1025,27.52,25.97,25.97,25.97,1000.725,0.655,226.965,0,20,5,0,5,1,5
